"","V1","V2"
"result.415","ORTEGA","22"
"result.416","ORTEGA","22"
"result.417","ORTEGA","22"
"result.418","ORTEGA","22"
"result.419","ORTEGA","22"
"result.420","ORTEGA","22"
"result.421","ORTEGA","22"
"result.422","ORTEGA","22"
"result.423","ORTEGA","22"
"result.424","ORTEGA","22"
"result.425","ORTEGA","22"
"result.426","ORTEGA","22"
"result.427","ORTEGA","22"
"result.428","ORTEGA","22"
"result.429","ORTEGA","22"
"result.430","ORTEGA","22"
"result.431","ORTEGA","22"
"result.432","ORTEGA","22"
"result.433","ORTEGA","22"
"result.434","ORTEGA","22"
"result.435","ORTEGA","22"
"result.436","ORTEGA","22"
"result.437","ORTEGA","22"
"result.438","ORTEGA","22"
"result.439","ORTEGA","22"
"result.440","ORTEGA","22"
"result.441","ORTEGA","22"
"result.442","ORTEGA","22"
"result.443","ORTEGA","22"
"result.444","ORTEGA","22"
"result.445","ORTEGA","22"
"result.446","ORTEGA","22"
"result.447","ORTEGA","22"
"result.448","ORTEGA","22"
"result.449","ORTEGA","22"
"result.450","ORTEGA","22"
"result.451","ORTEGA","22"
"result.452","ORTEGA","22"
"result.453","ORTEGA","22"
"result.454","ORTEGA","22"
"result.455","ORTEGA","22"
"result.456","ORTEGA","22"
"result.457","ORTEGA","22"
"result.458","ORTEGA","22"
"result.459","ORTEGA","22"
"result.460","ORTEGA","22"
"result.461","ORTEGA","22"
"result.462","ORTEGA","22"
"result.463","ORTEGA","22"
"result.464","ORTEGA","22"
"result.465","ORTEGA","22"
"result.466","ORTEGA","22"
"result.467","ORTEGA","22"
"result.468","ORTEGA","22"
"result.469","ORTEGA","22"
"result.470","ORTEGA","22"
"result.471","ORTEGA","22"
"result.472","ORTEGA","22"
"result.473","ORTEGA","22"
"result.474","ORTEGA","22"
"result.475","ORTEGA","22"
"result.476","ORTEGA","22"
"result.477","ORTEGA","22"
"result.478","ORTEGA","22"
"result.479","ORTEGA","22"
"result.480","ORTEGA","22"
"result.481","ORTEGA","22"
"result.482","ORTEGA","22"
"result.483","ORTEGA","22"
"result.484","ORTEGA","22"
"result.485","ORTEGA","22"
"result.486","ORTEGA","22"
"result.487","ORTEGA","22"
"result.488","ORTEGA","22"
"result.489","ORTEGA","22"
"result.490","ORTEGA","22"
"result.491","ORTEGA","22"
"result.492","ORTEGA","22"
"result.493","ORTEGA","22"
"result.494","ORTEGA","22"
"result.495","ORTEGA","22"
"result.496","ORTEGA","22"
"result.497","ORTEGA","22"
"result.498","ORTEGA","22"
"result.499","ORTEGA","22"
"result.500","ORTEGA","22"
"result.501","ORTEGA","22"
"result.502","ORTEGA","22"
"result.503","ORTEGA","22"
"result.504","ORTEGA","22"
"result.505","ORTEGA","22"
"result.506","ORTEGA","22"
"result.507","ORTEGA","22"
"result.508","ORTEGA","22"
"result.509","ORTEGA","22"
"result.510","ORTEGA","22"
"result.511","ORTEGA","22"
"result.512","ORTEGA","22"
"result.513","ORTEGA","22"
"result.514","ORTEGA","22"
"result.515","ORTEGA","22"
"result.516","ORTEGA","22"
"result.517","ORTEGA","22"
"result.518","ORTEGA","22"
"result.519","ORTEGA","22"
"result.520","ORTEGA","22"
"result.521","ORTEGA","22"
"result.522","ORTEGA","22"
"result.523","ORTEGA","22"
"result.524","ORTEGA","22"
"result.525","ORTEGA","22"
"result.526","ORTEGA","22"
"result.527","ORTEGA","22"
"result.528","ORTEGA","22"
"result.529","ORTEGA","22"
"result.530","ORTEGA","22"
"result.531","ORTEGA","22"
"result.532","ORTEGA","22"
"result.533","ORTEGA","22"
"result.534","ORTEGA","22"
"result.535","ORTEGA","22"
"result.536","ORTEGA","22"
"result.537","ORTEGA","22"
"result.538","ORTEGA","22"
"result.539","ORTEGA","22"
"result.540","ORTEGA","22"
"result.541","ORTEGA","22"
"result.542","ORTEGA","22"
"result.543","ORTEGA","22"
"result.544","ORTEGA","22"
"result.545","ORTEGA","22"
"result.546","ORTEGA","22"
"result.547","ORTEGA","22"
"result.548","ORTEGA","22"
"result.549","ORTEGA","22"
"result.550","ORTEGA","22"
"result.551","ORTEGA","22"
"result.552","ORTEGA","22"
"result.553","ORTEGA","22"
"result.554","ORTEGA","22"
"result.555","ORTEGA","22"
"result.556","ORTEGA","22"
"result.557","ORTEGA","22"
"result.558","ORTEGA","22"
"result.559","ORTEGA","22"
"result.560","ORTEGA","22"
"result.561","ORTEGA","22"
"result.562","ORTEGA","22"
"result.563","ORTEGA","22"
"result.564","ORTEGA","22"
"result.565","ORTEGA","22"
"result.566","ORTEGA","22"
"result.567","ORTEGA","22"
"result.568","ORTEGA","22"
"result.569","ORTEGA","22"
"result.570","ORTEGA","22"
"result.571","ORTEGA","22"
"result.572","ORTEGA","22"
"result.573","ORTEGA","22"
"result.574","ORTEGA","22"
"result.575","ORTEGA","22"
"result.576","ORTEGA","22"
"result.577","ORTEGA","22"
"result.578","ORTEGA","22"
"result.579","ORTEGA","22"
"result.580","ORTEGA","22"
"result.581","ORTEGA","22"
"result.582","ORTEGA","22"
"result.583","ORTEGA","22"
"result.584","ORTEGA","22"
"result.585","ORTEGA","22"
"result.586","ORTEGA","22"
"result.587","ORTEGA","22"
"result.588","ORTEGA","22"
"result.589","ORTEGA","22"
"result.590","ORTEGA","22"
"result.591","ORTEGA","22"
"result.592","ORTEGA","22"
"result.593","ORTEGA","22"
"result.594","ORTEGA","22"
"result.595","ORTEGA","22"
"result.596","ORTEGA","22"
"result.597","ORTEGA","22"
"result.598","ORTEGA","22"
"result.599","ABDALLA_HASSAN","22"
"result.600","ORTEGA","22"
"result.601","ORTEGA","22"
"result.602","ORTEGA","22"
"result.603","ORTEGA","22"
"result.604","ORTEGA","22"
"result.605","ORTEGA","22"
"result.606","ORTEGA","22"
"result.607","ORTEGA","22"
"result.608","ORTEGA","22"
"result.609","ORTEGA","22"
"result.610","ORTEGA","22"
"result.611","ORTEGA","22"
"result.612","ORTEGA","22"
"result.613","ORTEGA","22"
"result.614","ORTEGA","22"
"result.615","ORTEGA","22"
"result.616","ORTEGA","22"
"result.617","ORTEGA","22"
"result.618","ORTEGA","22"
"result.619","ORTEGA","22"
"result.620","ORTEGA","22"
"result.621","ORTEGA","22"
"result.622","ORTEGA","22"
"result.623","ORTEGA","22"
"result.624","ORTEGA","22"
"result.625","ORTEGA","22"
"result.626","ORTEGA","22"
"result.627","ORTEGA","22"
"result.628","ORTEGA","22"
"result.629","ORTEGA","22"
"result.630","ORTEGA","22"
"result.631","ORTEGA","22"
"result.632","ORTEGA","22"
"result.633","ORTEGA","22"
"result.634","ORTEGA","22"
"result.635","ORTEGA","22"
"result.636","ORTEGA","22"
"result.637","ORTEGA","22"
"result.638","ORTEGA","22"
"result.639","ORTEGA","22"
"result.640","ORTEGA","22"
"result.641","ORTEGA","22"
"result.642","ORTEGA","22"
"result.643","ORTEGA","22"
"result.644","ORTEGA","22"
"result.645","ORTEGA","22"
"result.646","ORTEGA","22"
"result.647","ORTEGA","22"
"result.648","ORTEGA","22"
"result.649","ORTEGA","22"
"result.650","ORTEGA","22"
"result.651","ORTEGA","22"
"result.652","ORTEGA","22"
"result.653","ORTEGA","22"
"result.654","ABDALLA_HASSAN","22"
"result.655","ORTEGA","22"
"result.656","ORTEGA","22"
"result.657","ORTEGA","22"
"result.658","ORTEGA","22"
"result.659","ORTEGA","22"
"result.660","ORTEGA","22"
"result.661","ORTEGA","22"
"result.662","ORTEGA","22"
"result.663","ORTEGA","22"
"result.664","ORTEGA","22"
"result.665","ORTEGA","22"
"result.666","ORTEGA","22"
"result.667","ORTEGA","22"
"result.668","ORTEGA","22"
"result.669","ORTEGA","22"
"result.670","ORTEGA","22"
"result.671","ORTEGA","22"
"result.672","ORTEGA","22"
"result.673","ORTEGA","22"
"result.674","ORTEGA","22"
"result.675","ORTEGA","22"
"result.676","ORTEGA","22"
"result.677","ORTEGA","22"
"result.678","ORTEGA","22"
"result.679","ORTEGA","22"
"result.680","ORTEGA","22"
"result.681","ORTEGA","22"
"result.682","ORTEGA","22"
"result.683","ORTEGA","22"
"result.684","ABDALLA_HASSAN","22"
"result.685","ORTEGA","22"
"result.686","ORTEGA","22"
"result.687","ORTEGA","22"
"result.688","ORTEGA","22"
"result.689","ORTEGA","22"
"result.690","ORTEGA","22"
"result.691","ORTEGA","22"
"result.692","ORTEGA","22"
"result.693","ORTEGA","22"
"result.694","ORTEGA","22"
"result.695","ORTEGA","22"
"result.696","ORTEGA","22"
"result.697","ORTEGA","22"
"result.698","ORTEGA","22"
"result.699","ORTEGA","22"
"result.700","ORTEGA","22"
"result.701","ORTEGA","22"
"result.702","ORTEGA","22"
"result.703","ORTEGA","22"
"result.704","ORTEGA","22"
"result.705","ORTEGA","22"
"result.706","ORTEGA","22"
"result.707","ORTEGA","22"
"result.708","ORTEGA","22"
"result.709","ORTEGA","22"
"result.710","ORTEGA","22"
"result.711","ORTEGA","22"
"result.712","ORTEGA","22"
"result.713","ORTEGA","22"
"result.714","ORTEGA","22"
"result.715","ORTEGA","22"
"result.716","ORTEGA","22"
"result.717","ORTEGA","22"
"result.718","ORTEGA","22"
"result.719","ORTEGA","22"
"result.720","ORTEGA","22"
"result.721","ORTEGA","22"
"result.722","ORTEGA","22"
"result.723","ORTEGA","22"
"result.724","ORTEGA","22"
"result.725","ORTEGA","22"
"result.726","ORTEGA","22"
"result.727","ORTEGA","22"
"result.728","ORTEGA","22"
"result.729","ORTEGA","22"
"result.730","ORTEGA","22"
"result.731","ORTEGA","22"
"result.732","ORTEGA","22"
"result.733","ORTEGA","22"
"result.734","ORTEGA","22"
"result.735","ORTEGA","22"
"result.736","ORTEGA","22"
"result.737","ORTEGA","22"
"result.738","ORTEGA","22"
"result.739","ORTEGA","22"
"result.740","ORTEGA","22"
"result.741","ORTEGA","22"
"result.742","ORTEGA","22"
"result.743","ORTEGA","22"
"result.744","ORTEGA","22"
"result.745","ORTEGA","22"
"result.746","ORTEGA","22"
"result.747","ORTEGA","22"
"result.748","ORTEGA","22"
"result.749","ORTEGA","22"
"result.750","ORTEGA","22"
"result.751","ORTEGA","22"
"result.752","ORTEGA","22"
"result.753","ORTEGA","22"
"result.754","ORTEGA","22"
"result.755","ORTEGA","22"
"result.756","ORTEGA","22"
"result.757","ORTEGA","22"
"result.758","ORTEGA","22"
"result.759","ORTEGA","22"
"result.760","ORTEGA","22"
"result.761","ORTEGA","22"
"result.762","ORTEGA","22"
"result.763","ORTEGA","22"
"result.764","ORTEGA","22"
"result.765","ORTEGA","22"
"result.766","ORTEGA","22"
"result.767","ORTEGA","22"
"result.768","ORTEGA","22"
"result.769","ORTEGA","22"
"result.770","ORTEGA","22"
"result.771","ORTEGA","22"
"result.772","ORTEGA","22"
"result.773","ORTEGA","22"
"result.774","ORTEGA","22"
"result.775","ORTEGA","22"
"result.776","ORTEGA","22"
"result.777","ORTEGA","22"
"result.778","ORTEGA","22"
"result.779","ORTEGA","22"
"result.780","ORTEGA","22"
"result.781","ORTEGA","22"
"result.782","ORTEGA","22"
"result.783","ORTEGA","22"
"result.784","ORTEGA","22"
"result.785","ORTEGA","22"
"result.786","ORTEGA","22"
"result.787","ORTEGA","22"
"result.788","ORTEGA","22"
"result.789","ORTEGA","22"
"result.790","ORTEGA","22"
"result.791","ORTEGA","22"
"result.792","ORTEGA","22"
"result.793","ORTEGA","22"
"result.794","ORTEGA","22"
"result.795","ORTEGA","22"
"result.796","ORTEGA","22"
"result.797","ORTEGA","22"
"result.798","ORTEGA","22"
"result.799","ORTEGA","22"
"result.800","ORTEGA","22"
"result.801","ORTEGA","22"
"result.802","ORTEGA","22"
"result.803","ORTEGA","22"
"result.804","ORTEGA","22"
"result.805","ORTEGA","22"
"result.806","ORTEGA","22"
"result.807","ORTEGA","22"
"result.808","ORTEGA","22"
"result.809","ORTEGA","22"
"result.810","ORTEGA","22"
"result.811","ORTEGA","22"
"result.812","ORTEGA","22"
"result.813","ORTEGA","22"
"result.814","ORTEGA","22"
"result.815","ORTEGA","22"
"result.816","ORTEGA","22"
"result.817","ORTEGA","22"
"result.818","ORTEGA","22"
"result.819","ORTEGA","22"
"result.820","ORTEGA","22"
"result.821","GB2","22"
"result.822","ORTEGA","22"
"result.823","ORTEGA","22"
"result.824","ORTEGA","22"
"result.825","ORTEGA","22"
"result.826","ORTEGA","22"
"result.827","ORTEGA","22"
"result.828","ORTEGA","22"
"result.829","ORTEGA","22"
"result.830","ORTEGA","22"
"result.831","ORTEGA","22"
"result.832","ORTEGA","22"
"result.833","ORTEGA","22"
"result.834","ORTEGA","22"
"result.835","ORTEGA","22"
"result.836","ORTEGA","22"
"result.837","ABDALLA_HASSAN","22"
"result.838","ORTEGA","22"
"result.839","ORTEGA","22"
"result.840","ORTEGA","22"
"result.841","GB2","22"
"result.842","ORTEGA","22"
"result.843","ORTEGA","22"
"result.844","ORTEGA","22"
"result.845","ORTEGA","22"
"result.846","ORTEGA","22"
"result.847","ORTEGA","22"
"result.848","ORTEGA","22"
"result.849","ORTEGA","22"
"result.850","ORTEGA","22"
"result.851","ORTEGA","22"
"result.852","ORTEGA","22"
"result.853","ORTEGA","22"
"result.854","ORTEGA","22"
"result.855","ORTEGA","22"
"result.856","ORTEGA","22"
"result.857","ORTEGA","22"
"result.858","ORTEGA","22"
"result.859","ORTEGA","22"
"result.860","ORTEGA","22"
"result.861","ORTEGA","22"
"result.862","ORTEGA","22"
"result.863","ORTEGA","22"
"result.864","ORTEGA","22"
"result.865","ORTEGA","22"
"result.866","ORTEGA","22"
"result.867","ORTEGA","22"
"result.868","ORTEGA","22"
"result.869","ORTEGA","22"
"result.870","ORTEGA","22"
"result.871","ORTEGA","22"
"result.872","ORTEGA","22"
"result.873","ORTEGA","22"
"result.874","ORTEGA","22"
"result.875","ORTEGA","22"
"result.876","ORTEGA","22"
"result.877","ORTEGA","22"
"result.878","ORTEGA","22"
"result.879","ORTEGA","22"
"result.880","ORTEGA","22"
"result.881","GB2","22"
"result.882","ORTEGA","22"
"result.883","ORTEGA","22"
"result.884","ORTEGA","22"
"result.885","ORTEGA","22"
"result.886","ORTEGA","22"
"result.887","ORTEGA","22"
"result.888","ORTEGA","22"
"result.889","ORTEGA","22"
"result.890","ORTEGA","22"
"result.891","ORTEGA","22"
"result.892","ORTEGA","22"
"result.893","ORTEGA","22"
"result.894","ORTEGA","22"
"result.895","ORTEGA","22"
"result.896","ORTEGA","22"
"result.897","ORTEGA","22"
"result.898","ORTEGA","22"
"result.899","ORTEGA","22"
"result.900","ORTEGA","22"
"result.901","ORTEGA","22"
"result.902","ORTEGA","22"
"result.903","ORTEGA","22"
"result.904","ORTEGA","22"
"result.905","ORTEGA","22"
"result.906","ORTEGA","22"
"result.907","ORTEGA","22"
"result.908","ORTEGA","22"
"result.909","ORTEGA","22"
"result.910","ORTEGA","22"
"result.911","ORTEGA","22"
"result.912","ORTEGA","22"
"result.913","ORTEGA","22"
"result.914","ORTEGA","22"
"result.915","ORTEGA","22"
"result.916","ORTEGA","22"
"result.917","ORTEGA","22"
"result.918","ORTEGA","22"
"result.919","ORTEGA","22"
"result.920","ORTEGA","22"
"result.921","ORTEGA","22"
"result.922","ORTEGA","22"
"result.923","ORTEGA","22"
"result.924","ORTEGA","22"
"result.925","ORTEGA","22"
"result.926","ORTEGA","22"
"result.927","ORTEGA","22"
"result.928","ORTEGA","22"
"result.929","ORTEGA","22"
"result.930","ORTEGA","22"
"result.931","ORTEGA","22"
"result.932","ORTEGA","22"
"result.933","ORTEGA","22"
"result.934","ORTEGA","22"
"result.935","ORTEGA","22"
"result.936","ORTEGA","22"
"result.937","ORTEGA","22"
"result.938","ORTEGA","22"
"result.939","ORTEGA","22"
"result.940","ORTEGA","22"
"result.941","ORTEGA","22"
"result.942","ORTEGA","22"
"result.943","ORTEGA","22"
"result.944","ORTEGA","22"
"result.945","ORTEGA","22"
"result.946","ORTEGA","22"
"result.947","ORTEGA","22"
"result.948","ORTEGA","22"
"result.949","ORTEGA","22"
"result.950","ORTEGA","22"
"result.951","ORTEGA","22"
"result.952","ORTEGA","22"
"result.953","ORTEGA","22"
"result.954","ORTEGA","22"
"result.955","ORTEGA","22"
"result.956","ORTEGA","22"
"result.957","ORTEGA","22"
"result.958","ORTEGA","22"
"result.959","ORTEGA","22"
"result.960","ORTEGA","22"
"result.961","ORTEGA","22"
"result.962","ORTEGA","22"
"result.963","ORTEGA","22"
"result.964","ORTEGA","22"
"result.965","ORTEGA","22"
"result.966","ORTEGA","22"
"result.967","ORTEGA","22"
"result.968","ORTEGA","22"
"result.969","ORTEGA","22"
"result.970","ORTEGA","22"
"result.971","ORTEGA","22"
"result.972","ORTEGA","22"
"result.973","ORTEGA","22"
"result.974","ORTEGA","22"
"result.975","ORTEGA","22"
"result.976","ORTEGA","22"
"result.977","ORTEGA","22"
"result.978","ORTEGA","22"
"result.979","ORTEGA","22"
"result.980","ORTEGA","22"
"result.981","ORTEGA","22"
"result.982","ORTEGA","22"
"result.983","ORTEGA","22"
"result.984","ORTEGA","22"
"result.985","ORTEGA","22"
"result.986","ORTEGA","22"
"result.987","ORTEGA","22"
"result.988","ORTEGA","22"
"result.989","ORTEGA","22"
"result.990","ORTEGA","22"
"result.991","ORTEGA","22"
"result.992","ORTEGA","22"
"result.993","ORTEGA","22"
"result.994","ORTEGA","22"
"result.995","ORTEGA","22"
"result.996","ORTEGA","22"
"result.997","ORTEGA","22"
"result.998","ORTEGA","22"
"result.999","ORTEGA","22"
"result.1000","ORTEGA","22"
"result.1","ORTEGA","23"
"result.2","ORTEGA","23"
"result.3","ORTEGA","23"
"result.4","ORTEGA","23"
"result.5","ORTEGA","23"
"result.6","ORTEGA","23"
"result.7","ORTEGA","23"
"result.8","ORTEGA","23"
"result.9","ORTEGA","23"
"result.10","ORTEGA","23"
"result.11","ORTEGA","23"
"result.12","ORTEGA","23"
"result.13","ORTEGA","23"
"result.14","ABDALLA_HASSAN","23"
"result.15","ORTEGA","23"
"result.16","ORTEGA","23"
"result.17","ORTEGA","23"
"result.18","ORTEGA","23"
"result.19","ORTEGA","23"
"result.20","ORTEGA","23"
"result.21","ORTEGA","23"
"result.22","ORTEGA","23"
"result.23","ORTEGA","23"
"result.24","ORTEGA","23"
"result.25","ORTEGA","23"
"result.26","ORTEGA","23"
"result.27","ORTEGA","23"
"result.28","ORTEGA","23"
"result.29","ORTEGA","23"
"result.30","ORTEGA","23"
"result.31","ORTEGA","23"
"result.32","ORTEGA","23"
"result.33","ORTEGA","23"
"result.34","ORTEGA","23"
"result.35","ORTEGA","23"
"result.36","ORTEGA","23"
"result.37","ORTEGA","23"
"result.38","ORTEGA","23"
"result.39","ORTEGA","23"
"result.40","ORTEGA","23"
"result.41","ORTEGA","23"
"result.42","ORTEGA","23"
"result.43","ORTEGA","23"
"result.44","ORTEGA","23"
"result.45","ORTEGA","23"
"result.46","ORTEGA","23"
"result.47","ORTEGA","23"
"result.48","ORTEGA","23"
"result.49","ORTEGA","23"
"result.50","ORTEGA","23"
"result.51","ORTEGA","23"
"result.52","ORTEGA","23"
"result.53","ORTEGA","23"
"result.54","ORTEGA","23"
"result.55","ORTEGA","23"
"result.56","ORTEGA","23"
"result.57","ORTEGA","23"
"result.58","ORTEGA","23"
"result.59","ORTEGA","23"
"result.60","ORTEGA","23"
"result.61","ORTEGA","23"
"result.62","ORTEGA","23"
"result.63","ORTEGA","23"
"result.64","ORTEGA","23"
"result.65","ORTEGA","23"
"result.66","ORTEGA","23"
"result.67","ORTEGA","23"
"result.68","ORTEGA","23"
"result.69","ORTEGA","23"
"result.70","ORTEGA","23"
"result.71","ORTEGA","23"
"result.72","ORTEGA","23"
"result.73","ORTEGA","23"
"result.74","ORTEGA","23"
"result.75","ORTEGA","23"
"result.76","ORTEGA","23"
"result.77","ORTEGA","23"
"result.78","ORTEGA","23"
"result.79","ORTEGA","23"
"result.80","ORTEGA","23"
"result.81","ORTEGA","23"
"result.82","ORTEGA","23"
"result.83","ORTEGA","23"
"result.84","ORTEGA","23"
"result.85","ORTEGA","23"
"result.86","ORTEGA","23"
"result.87","ORTEGA","23"
"result.88","ORTEGA","23"
"result.89","ORTEGA","23"
"result.90","ORTEGA","23"
"result.91","ORTEGA","23"
"result.92","ORTEGA","23"
"result.93","ORTEGA","23"
"result.94","ORTEGA","23"
"result.95","ORTEGA","23"
"result.96","ORTEGA","23"
"result.97","ORTEGA","23"
"result.98","ORTEGA","23"
"result.99","ORTEGA","23"
"result.100","ORTEGA","23"
"result.101","ORTEGA","23"
"result.102","ORTEGA","23"
"result.103","ORTEGA","23"
"result.104","ORTEGA","23"
"result.105","ORTEGA","23"
"result.106","ORTEGA","23"
"result.107","ORTEGA","23"
"result.108","ABDALLA_HASSAN","23"
"result.109","ORTEGA","23"
"result.110","ORTEGA","23"
"result.111","ORTEGA","23"
"result.112","ORTEGA","23"
"result.113","ORTEGA","23"
"result.114","ORTEGA","23"
"result.115","ORTEGA","23"
"result.116","ORTEGA","23"
"result.117","ORTEGA","23"
"result.118","ORTEGA","23"
"result.119","ORTEGA","23"
"result.120","ORTEGA","23"
"result.121","ORTEGA","23"
"result.122","ORTEGA","23"
"result.123","ORTEGA","23"
"result.124","ORTEGA","23"
"result.125","ORTEGA","23"
"result.126","ORTEGA","23"
"result.127","ORTEGA","23"
"result.128","ORTEGA","23"
"result.129","ORTEGA","23"
"result.130","ORTEGA","23"
"result.131","ORTEGA","23"
"result.132","ORTEGA","23"
"result.133","ORTEGA","23"
"result.134","ORTEGA","23"
"result.135","ORTEGA","23"
"result.136","ORTEGA","23"
"result.137","ORTEGA","23"
"result.138","ORTEGA","23"
"result.139","ORTEGA","23"
"result.140","ORTEGA","23"
"result.141","ORTEGA","23"
"result.142","ORTEGA","23"
"result.143","ORTEGA","23"
"result.144","ORTEGA","23"
"result.145","ORTEGA","23"
"result.146","ORTEGA","23"
"result.147","ORTEGA","23"
"result.148","ORTEGA","23"
"result.149","ORTEGA","23"
"result.150","ORTEGA","23"
"result.151","ORTEGA","23"
"result.152","ORTEGA","23"
"result.153","ORTEGA","23"
"result.154","ORTEGA","23"
"result.155","ORTEGA","23"
"result.156","ORTEGA","23"
"result.157","ORTEGA","23"
"result.158","ORTEGA","23"
"result.159","ORTEGA","23"
"result.160","ORTEGA","23"
"result.161","ORTEGA","23"
"result.162","ORTEGA","23"
"result.163","ORTEGA","23"
"result.164","ORTEGA","23"
"result.165","ORTEGA","23"
"result.166","ORTEGA","23"
"result.167","ORTEGA","23"
"result.168","ORTEGA","23"
"result.169","ORTEGA","23"
"result.170","ORTEGA","23"
"result.171","ORTEGA","23"
"result.172","ORTEGA","23"
"result.173","ORTEGA","23"
"result.174","ORTEGA","23"
"result.175","ORTEGA","23"
"result.176","ORTEGA","23"
"result.177","ORTEGA","23"
"result.178","ORTEGA","23"
"result.179","ORTEGA","23"
"result.180","ORTEGA","23"
"result.181","ORTEGA","23"
"result.182","ORTEGA","23"
"result.183","ORTEGA","23"
"result.184","ORTEGA","23"
"result.185","ORTEGA","23"
"result.186","ORTEGA","23"
"result.187","ORTEGA","23"
"result.188","ORTEGA","23"
"result.189","ORTEGA","23"
"result.190","ORTEGA","23"
"result.191","ORTEGA","23"
"result.192","ORTEGA","23"
"result.193","ORTEGA","23"
"result.194","ORTEGA","23"
"result.195","ORTEGA","23"
"result.196","ORTEGA","23"
"result.197","ORTEGA","23"
"result.198","ORTEGA","23"
"result.199","ORTEGA","23"
"result.200","ABDALLA_HASSAN","23"
"result.201","ORTEGA","23"
"result.202","ORTEGA","23"
"result.203","ORTEGA","23"
"result.204","ORTEGA","23"
"result.205","ORTEGA","23"
"result.206","ORTEGA","23"
"result.207","ORTEGA","23"
"result.208","ORTEGA","23"
"result.209","ORTEGA","23"
"result.210","ORTEGA","23"
"result.211","ORTEGA","23"
"result.212","ORTEGA","23"
"result.213","ORTEGA","23"
"result.214","ORTEGA","23"
"result.215","ORTEGA","23"
"result.216","ORTEGA","23"
"result.217","ORTEGA","23"
"result.218","ORTEGA","23"
"result.219","ORTEGA","23"
"result.220","ORTEGA","23"
"result.221","ORTEGA","23"
"result.222","ORTEGA","23"
"result.223","ORTEGA","23"
"result.224","ORTEGA","23"
"result.225","ORTEGA","23"
"result.226","ORTEGA","23"
"result.227","ORTEGA","23"
"result.228","ORTEGA","23"
"result.229","ORTEGA","23"
"result.230","ORTEGA","23"
"result.231","ORTEGA","23"
"result.232","ORTEGA","23"
"result.233","ORTEGA","23"
"result.234","ORTEGA","23"
"result.235","ORTEGA","23"
"result.236","ORTEGA","23"
"result.237","ORTEGA","23"
"result.238","ORTEGA","23"
"result.239","ABDALLA_HASSAN","23"
"result.240","ORTEGA","23"
"result.241","ORTEGA","23"
"result.242","ORTEGA","23"
"result.243","ORTEGA","23"
"result.244","ORTEGA","23"
"result.245","ORTEGA","23"
"result.246","ORTEGA","23"
"result.247","ORTEGA","23"
"result.248","ORTEGA","23"
"result.249","ORTEGA","23"
"result.250","ORTEGA","23"
"result.251","ORTEGA","23"
"result.252","ORTEGA","23"
"result.253","ORTEGA","23"
"result.254","ORTEGA","23"
"result.255","ORTEGA","23"
"result.256","ORTEGA","23"
"result.257","ORTEGA","23"
"result.258","ORTEGA","23"
"result.259","ORTEGA","23"
"result.260","ORTEGA","23"
"result.261","ABDALLA_HASSAN","23"
"result.262","ORTEGA","23"
"result.263","ORTEGA","23"
"result.264","ORTEGA","23"
"result.265","ORTEGA","23"
"result.266","ORTEGA","23"
"result.267","ORTEGA","23"
"result.268","ORTEGA","23"
"result.269","ORTEGA","23"
"result.270","ORTEGA","23"
"result.271","ORTEGA","23"
"result.272","ORTEGA","23"
"result.273","ORTEGA","23"
"result.274","ORTEGA","23"
"result.275","ORTEGA","23"
"result.276","ORTEGA","23"
"result.277","ORTEGA","23"
"result.278","ORTEGA","23"
"result.279","ORTEGA","23"
"result.280","ORTEGA","23"
"result.281","ORTEGA","23"
"result.282","ORTEGA","23"
"result.283","ORTEGA","23"
"result.284","ORTEGA","23"
"result.285","ORTEGA","23"
"result.286","ORTEGA","23"
"result.287","ORTEGA","23"
"result.288","ORTEGA","23"
"result.289","ORTEGA","23"
"result.290","ORTEGA","23"
"result.291","ORTEGA","23"
"result.292","ORTEGA","23"
"result.293","ORTEGA","23"
"result.294","ORTEGA","23"
"result.295","ORTEGA","23"
"result.296","ORTEGA","23"
"result.297","ORTEGA","23"
"result.298","ORTEGA","23"
"result.299","ORTEGA","23"
"result.300","ORTEGA","23"
"result.301","ORTEGA","23"
"result.302","ORTEGA","23"
"result.303","ORTEGA","23"
"result.304","ORTEGA","23"
"result.305","ABDALLA_HASSAN","23"
"result.306","ORTEGA","23"
"result.307","ORTEGA","23"
"result.308","ORTEGA","23"
"result.309","ORTEGA","23"
"result.310","ORTEGA","23"
"result.311","ORTEGA","23"
"result.312","ORTEGA","23"
"result.313","ORTEGA","23"
"result.314","ORTEGA","23"
"result.315","ORTEGA","23"
"result.316","ORTEGA","23"
"result.317","ORTEGA","23"
"result.318","ORTEGA","23"
"result.319","ORTEGA","23"
"result.320","ORTEGA","23"
"result.321","ORTEGA","23"
"result.322","ORTEGA","23"
"result.323","ORTEGA","23"
"result.324","ORTEGA","23"
"result.325","ORTEGA","23"
"result.326","ORTEGA","23"
"result.327","ORTEGA","23"
"result.328","ORTEGA","23"
"result.329","ORTEGA","23"
"result.330","ORTEGA","23"
"result.331","ORTEGA","23"
"result.332","ORTEGA","23"
"result.333","ORTEGA","23"
"result.334","ORTEGA","23"
"result.335","ORTEGA","23"
"result.336","ORTEGA","23"
"result.337","ORTEGA","23"
"result.338","ORTEGA","23"
"result.339","ORTEGA","23"
"result.340","ORTEGA","23"
"result.341","ORTEGA","23"
"result.342","ORTEGA","23"
"result.343","ORTEGA","23"
